IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.163.95,2082,2082,false,SIN,Asia Pacific,Singapore,12,12.96
47.74.13.200,2095,2095,false,NRT,Asia Pacific,Tokyo,73,12.95
8.222.219.34,2052,2052,false,SIN,Asia Pacific,Singapore,7,12.95
8.219.242.208,2082,2082,false,SIN,Asia Pacific,Singapore,24,12.95
47.245.54.197,2052,2052,false,NRT,Asia Pacific,Tokyo,78,12.94
47.245.52.165,8443,8443,true,NRT,Asia Pacific,Tokyo,128,12.94
8.219.177.205,8443,8443,true,SIN,Asia Pacific,Singapore,43,12.94
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,141,12.94
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,5,12.94
8.219.56.205,2096,2096,true,SIN,Asia Pacific,Singapore,93,12.94
8.219.253.18,2096,2096,true,SIN,Asia Pacific,Singapore,206,12.94
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,449,12.93
8.222.224.163,8880,8880,false,SIN,Asia Pacific,Singapore,26,12.93
8.222.248.188,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.93
47.245.115.6,8443,8443,true,SIN,Asia Pacific,Singapore,113,12.92
8.219.183.31,2087,2087,true,SIN,Asia Pacific,Singapore,129,12.92
8.219.60.130,2082,2082,false,SIN,Asia Pacific,Singapore,7,12.92
8.222.147.203,2086,2086,false,SIN,Asia Pacific,Singapore,15,12.92
47.245.118.197,8443,8443,true,SIN,Asia Pacific,Singapore,4,12.92
47.74.11.9,2052,2052,false,NRT,Asia Pacific,Tokyo,99,12.91
47.74.26.132,80,80,false,NRT,Asia Pacific,Tokyo,80,12.91
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,37,12.91
8.222.198.105,8880,8880,false,SIN,Asia Pacific,Singapore,4,12.90
47.245.8.68,2053,2053,true,NRT,Asia Pacific,Tokyo,153,12.90
47.74.16.231,80,80,false,NRT,Asia Pacific,Tokyo,79,12.90
8.219.184.92,8443,8443,true,SIN,Asia Pacific,Singapore,150,12.90
47.245.86.18,2087,2087,true,SIN,Asia Pacific,Singapore,93,12.90
8.222.193.65,8880,8880,false,SIN,Asia Pacific,Singapore,3,12.90
8.222.224.17,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.90
47.236.166.131,2083,2083,true,SIN,Asia Pacific,Singapore,184,12.89
8.219.93.85,2087,2087,true,SIN,Asia Pacific,Singapore,130,12.89
47.236.150.109,2087,2087,true,SIN,Asia Pacific,Singapore,187,12.89
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,127,12.89
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,3,12.89
8.219.121.24,2087,2087,true,SIN,Asia Pacific,Singapore,120,12.89
47.245.52.240,2086,2086,false,NRT,Asia Pacific,Tokyo,78,12.89
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,164,12.88
8.219.177.205,2086,2086,false,SIN,Asia Pacific,Singapore,3,12.88
8.219.250.239,2095,2095,false,SIN,Asia Pacific,Singapore,16,12.88
47.91.3.135,2086,2086,false,NRT,Asia Pacific,Tokyo,73,12.88
8.222.197.251,2095,2095,false,SIN,Asia Pacific,Singapore,13,12.88
8.222.188.56,2083,2083,true,SIN,Asia Pacific,Singapore,103,12.88
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,40,12.88
8.219.249.38,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.87
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,24,12.87
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,77,12.86
8.219.196.117,2096,2096,true,SIN,Asia Pacific,Singapore,109,12.86
8.222.212.172,2083,2083,true,SIN,Asia Pacific,Singapore,68,12.86
8.222.168.24,2087,2087,true,SIN,Asia Pacific,Singapore,58,12.86
47.245.58.175,2087,2087,true,NRT,Asia Pacific,Tokyo,200,12.86
8.222.208.83,443,443,true,SIN,Asia Pacific,Singapore,99,12.86
47.236.163.95,80,80,false,SIN,Asia Pacific,Singapore,19,12.85
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,22,12.85
47.245.110.13,2095,2095,false,SIN,Asia Pacific,Singapore,7,12.85
47.245.11.118,2083,2083,true,NRT,Asia Pacific,Tokyo,253,12.85
8.209.243.172,8080,8080,false,NRT,Asia Pacific,Tokyo,77,12.84
8.219.177.205,2053,2053,true,SIN,Asia Pacific,Singapore,86,12.84
8.219.74.35,8880,8880,false,SIN,Asia Pacific,Singapore,8,12.84
47.236.156.14,2052,2052,false,SIN,Asia Pacific,Singapore,13,12.84
8.222.137.178,2095,2095,false,SIN,Asia Pacific,Singapore,6,12.84
47.245.10.219,2053,2053,true,NRT,Asia Pacific,Tokyo,137,12.84
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,7,12.84
8.218.143.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,113,12.83
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,54,12.83
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,12.83
8.222.255.15,2086,2086,false,SIN,Asia Pacific,Singapore,3,12.83
8.222.254.91,8880,8880,false,SIN,Asia Pacific,Singapore,9,12.83
47.236.189.173,8080,8080,false,SIN,Asia Pacific,Singapore,15,12.83
8.219.238.145,2095,2095,false,SIN,Asia Pacific,Singapore,17,12.82
8.222.224.162,2086,2086,false,SIN,Asia Pacific,Singapore,6,12.82
47.245.55.99,2095,2095,false,NRT,Asia Pacific,Tokyo,101,12.82
47.236.204.110,2053,2053,true,SIN,Asia Pacific,Singapore,137,12.82
47.74.42.17,2053,2053,true,NRT,Asia Pacific,Tokyo,107,12.81
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,8,12.81
47.236.166.76,2082,2082,false,SIN,Asia Pacific,Singapore,34,12.81
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,146,12.80
47.74.27.151,80,80,false,NRT,Asia Pacific,Tokyo,75,12.80
8.222.140.87,2082,2082,false,SIN,Asia Pacific,Singapore,23,12.80
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,12,12.80
8.209.240.229,2053,2053,true,NRT,Asia Pacific,Tokyo,119,12.80
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,6,12.80
8.219.122.96,2082,2082,false,SIN,Asia Pacific,Singapore,22,12.79
47.236.83.196,8443,8443,true,SIN,Asia Pacific,Singapore,177,12.79
47.74.3.2,2095,2095,false,NRT,Asia Pacific,Tokyo,78,12.79
8.219.249.38,80,80,false,SIN,Asia Pacific,Singapore,6,12.79
8.222.221.90,2096,2096,true,SIN,Asia Pacific,Singapore,78,12.79
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,35,12.79
8.219.110.88,8443,8443,true,SIN,Asia Pacific,Singapore,34,12.79
47.236.104.123,2087,2087,true,SIN,Asia Pacific,Singapore,115,12.79
8.219.115.215,2082,2082,false,SIN,Asia Pacific,Singapore,10,12.78
47.74.50.135,2052,2052,false,NRT,Asia Pacific,Tokyo,72,12.78
8.218.11.90,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,12.78
8.219.210.64,443,443,true,SIN,Asia Pacific,Singapore,75,12.78
8.219.228.186,443,443,true,SIN,Asia Pacific,Singapore,118,12.77
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,23,12.76
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,5,12.76
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,62,12.76
47.74.6.30,80,80,false,NRT,Asia Pacific,Tokyo,102,12.76
8.222.197.251,2053,2053,true,SIN,Asia Pacific,Singapore,139,12.76
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.75
8.219.84.102,2087,2087,true,SIN,Asia Pacific,Singapore,90,12.75
47.236.147.146,2053,2053,true,SIN,Asia Pacific,Singapore,130,12.75
8.222.197.251,2052,2052,false,SIN,Asia Pacific,Singapore,10,12.75
8.219.173.195,2083,2083,true,SIN,Asia Pacific,Singapore,11,12.75
8.222.253.235,8880,8880,false,SIN,Asia Pacific,Singapore,35,12.74
47.236.192.198,2052,2052,false,SIN,Asia Pacific,Singapore,25,12.74
47.74.34.135,2095,2095,false,NRT,Asia Pacific,Tokyo,70,12.74
8.209.243.172,2086,2086,false,NRT,Asia Pacific,Tokyo,73,12.74
47.74.11.219,8443,8443,true,NRT,Asia Pacific,Tokyo,195,12.74
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,10,12.74
8.219.233.6,2087,2087,true,SIN,Asia Pacific,Singapore,116,12.74
47.74.42.111,2082,2082,false,NRT,Asia Pacific,Tokyo,80,12.74
8.219.89.201,2052,2052,false,SIN,Asia Pacific,Singapore,12,12.74
47.236.94.109,80,80,false,SIN,Asia Pacific,Singapore,14,12.73
47.74.34.38,2082,2082,false,NRT,Asia Pacific,Tokyo,74,12.73
8.222.152.71,8880,8880,false,SIN,Asia Pacific,Singapore,4,12.73
47.74.54.145,2053,2053,true,NRT,Asia Pacific,Tokyo,114,12.73
8.219.215.214,8443,8443,true,SIN,Asia Pacific,Singapore,55,12.73
47.245.87.167,2087,2087,true,SIN,Asia Pacific,Singapore,131,12.72
8.222.167.8,2095,2095,false,SIN,Asia Pacific,Singapore,17,12.72
47.236.79.77,2082,2082,false,SIN,Asia Pacific,Singapore,18,12.72
8.222.224.162,8443,8443,true,SIN,Asia Pacific,Singapore,84,12.71
8.219.161.102,2096,2096,true,SIN,Asia Pacific,Singapore,40,12.71
47.236.227.21,2095,2095,false,SIN,Asia Pacific,Singapore,19,12.71
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,17,12.71
8.219.153.44,2083,2083,true,SIN,Asia Pacific,Singapore,78,12.71
47.245.54.58,2095,2095,false,NRT,Asia Pacific,Tokyo,80,12.71
8.219.140.63,443,443,true,SIN,Asia Pacific,Singapore,130,12.70
47.74.54.33,2053,2053,true,NRT,Asia Pacific,Tokyo,96,12.70
47.236.156.14,80,80,false,SIN,Asia Pacific,Singapore,12,12.70
8.219.215.12,2053,2053,true,SIN,Asia Pacific,Singapore,79,12.69
47.236.163.221,2086,2086,false,SIN,Asia Pacific,Singapore,21,12.69
47.74.34.73,2052,2052,false,NRT,Asia Pacific,Tokyo,72,12.69
8.219.139.86,2096,2096,true,SIN,Asia Pacific,Singapore,85,12.69
47.245.87.167,2053,2053,true,SIN,Asia Pacific,Singapore,120,12.69
8.219.99.169,8443,8443,true,SIN,Asia Pacific,Singapore,62,12.69
8.219.253.114,2087,2087,true,SIN,Asia Pacific,Singapore,156,12.68
8.222.210.182,2083,2083,true,SIN,Asia Pacific,Singapore,82,12.68
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,31,12.68
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,138,12.68
47.236.78.57,8880,8880,false,SIN,Asia Pacific,Singapore,29,12.67
8.219.65.191,2083,2083,true,SIN,Asia Pacific,Singapore,73,12.67
8.219.186.189,2087,2087,true,SIN,Asia Pacific,Singapore,150,12.67
8.222.146.222,2087,2087,true,SIN,Asia Pacific,Singapore,68,12.67
8.219.70.117,8880,8880,false,SIN,Asia Pacific,Singapore,10,12.67
47.245.13.93,2053,2053,true,NRT,Asia Pacific,Tokyo,235,12.67
8.219.170.58,8443,8443,true,SIN,Asia Pacific,Singapore,135,12.67
8.219.11.158,2096,2096,true,SIN,Asia Pacific,Singapore,133,12.67
8.219.145.245,443,443,true,SIN,Asia Pacific,Singapore,92,12.66
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,13,12.66
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,13,12.66
8.219.73.188,443,443,true,SIN,Asia Pacific,Singapore,71,12.66
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,46,12.66
8.222.138.164,8080,8080,false,SIN,Asia Pacific,Singapore,4,12.65
8.219.70.117,2095,2095,false,SIN,Asia Pacific,Singapore,11,12.65
47.245.53.101,80,80,false,NRT,Asia Pacific,Tokyo,106,12.65
47.245.80.39,2096,2096,true,SIN,Asia Pacific,Singapore,44,12.65
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,4,12.64
8.222.144.219,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.64
8.219.11.158,2053,2053,true,SIN,Asia Pacific,Singapore,45,12.64
8.222.140.87,2086,2086,false,SIN,Asia Pacific,Singapore,20,12.64
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,6,12.64
8.222.209.223,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.64
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.63
47.245.54.98,2053,2053,true,NRT,Asia Pacific,Tokyo,124,12.63
8.222.145.164,8880,8880,false,SIN,Asia Pacific,Singapore,10,12.63
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,12.63
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,98,12.63
8.219.77.222,8443,8443,true,SIN,Asia Pacific,Singapore,72,12.63
47.74.4.47,8443,8443,true,NRT,Asia Pacific,Tokyo,189,12.63
8.219.73.188,8080,8080,false,SIN,Asia Pacific,Singapore,76,12.62
47.74.46.84,2083,2083,true,NRT,Asia Pacific,Tokyo,175,12.62
8.222.240.47,80,80,false,SIN,Asia Pacific,Singapore,32,12.62
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,103,12.62
8.219.228.157,8080,8080,false,SIN,Asia Pacific,Singapore,100,12.61
8.219.170.223,80,80,false,SIN,Asia Pacific,Singapore,8,12.61
47.245.56.121,2096,2096,true,NRT,Asia Pacific,Tokyo,299,12.61
8.219.173.195,2095,2095,false,SIN,Asia Pacific,Singapore,21,12.61
8.219.107.199,2087,2087,true,SIN,Asia Pacific,Singapore,87,12.61
8.219.53.222,80,80,false,SIN,Asia Pacific,Singapore,13,12.61
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,12.61
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,140,12.60
47.245.93.74,443,443,true,SIN,Asia Pacific,Singapore,85,12.60
8.219.84.214,443,443,true,SIN,Asia Pacific,Singapore,61,12.60
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,209,12.60
8.222.174.108,2083,2083,true,SIN,Asia Pacific,Singapore,113,12.59
8.222.144.219,80,80,false,SIN,Asia Pacific,Singapore,22,12.59
47.236.87.206,2087,2087,true,SIN,Asia Pacific,Singapore,126,12.59
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,103,12.59
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,112,12.59
8.219.75.44,2083,2083,true,SIN,Asia Pacific,Singapore,124,12.59
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,19,12.58
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,66,12.58
8.222.191.158,2096,2096,true,SIN,Asia Pacific,Singapore,78,12.57
47.91.3.179,80,80,false,NRT,Asia Pacific,Tokyo,77,12.57
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,83,12.57
47.236.29.235,2082,2082,false,SIN,Asia Pacific,Singapore,19,12.57
47.74.4.47,2052,2052,false,NRT,Asia Pacific,Tokyo,85,12.57
8.209.252.13,8880,8880,false,NRT,Asia Pacific,Tokyo,76,12.56
8.222.182.10,2082,2082,false,SIN,Asia Pacific,Singapore,12,12.56
47.245.56.29,2082,2082,false,NRT,Asia Pacific,Tokyo,85,12.56
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,11,12.56
8.219.204.120,2052,2052,false,SIN,Asia Pacific,Singapore,31,12.55
8.219.228.157,2095,2095,false,SIN,Asia Pacific,Singapore,33,12.55
8.219.233.6,2096,2096,true,SIN,Asia Pacific,Singapore,50,12.55
47.91.10.241,8880,8880,false,NRT,Asia Pacific,Tokyo,90,12.55
8.219.249.38,2082,2082,false,SIN,Asia Pacific,Singapore,19,12.55
8.219.178.101,2083,2083,true,SIN,Asia Pacific,Singapore,125,12.55
47.74.5.150,2082,2082,false,NRT,Asia Pacific,Tokyo,77,12.55
8.219.240.141,2087,2087,true,SIN,Asia Pacific,Singapore,223,12.54
8.219.188.162,2096,2096,true,SIN,Asia Pacific,Singapore,145,12.54
47.245.29.64,2083,2083,true,NRT,Asia Pacific,Tokyo,167,12.54
8.219.178.9,2087,2087,true,SIN,Asia Pacific,Singapore,109,12.54
47.236.192.198,8080,8080,false,SIN,Asia Pacific,Singapore,18,12.54
8.222.221.90,8080,8080,false,SIN,Asia Pacific,Singapore,9,12.53
8.222.212.219,8880,8880,false,SIN,Asia Pacific,Singapore,3,12.53
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,21,12.53
8.219.92.89,2083,2083,true,SIN,Asia Pacific,Singapore,46,12.52
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,81,12.52
8.219.113.232,2083,2083,true,SIN,Asia Pacific,Singapore,74,12.52
8.222.253.235,2082,2082,false,SIN,Asia Pacific,Singapore,16,12.52
8.219.102.252,2096,2096,true,SIN,Asia Pacific,Singapore,72,12.51
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,16,12.51
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,3,12.51
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,14,12.50
8.222.223.34,2086,2086,false,SIN,Asia Pacific,Singapore,17,12.50
8.222.229.22,2052,2052,false,SIN,Asia Pacific,Singapore,10,12.49
8.222.155.242,2087,2087,true,SIN,Asia Pacific,Singapore,62,12.49
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,105,12.49
8.219.196.24,2087,2087,true,SIN,Asia Pacific,Singapore,172,12.49
8.219.93.5,2096,2096,true,SIN,Asia Pacific,Singapore,47,12.49
8.222.219.34,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.49
8.219.90.87,2096,2096,true,SIN,Asia Pacific,Singapore,23,12.49
47.245.41.84,8443,8443,true,NRT,Asia Pacific,Tokyo,249,12.49
47.236.99.131,2087,2087,true,SIN,Asia Pacific,Singapore,151,12.49
47.245.52.165,2052,2052,false,NRT,Asia Pacific,Tokyo,80,12.48
8.222.168.24,2083,2083,true,SIN,Asia Pacific,Singapore,155,12.48
47.236.7.13,2087,2087,true,SIN,Asia Pacific,Singapore,103,12.48
47.236.79.77,2095,2095,false,SIN,Asia Pacific,Singapore,18,12.48
47.245.110.13,80,80,false,SIN,Asia Pacific,Singapore,43,12.48
8.222.153.11,80,80,false,NRT,Asia Pacific,Tokyo,76,12.48
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,113,12.48
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,94,12.47
47.74.11.251,2052,2052,false,NRT,Asia Pacific,Tokyo,72,12.47
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,37,12.47
47.91.29.108,2087,2087,true,NRT,Asia Pacific,Tokyo,154,12.46
47.236.176.144,80,80,false,SIN,Asia Pacific,Singapore,20,12.46
8.219.134.63,8443,8443,true,SIN,Asia Pacific,Singapore,107,12.46
47.245.113.12,8880,8880,false,SIN,Asia Pacific,Singapore,10,12.46
8.219.251.81,2053,2053,true,SIN,Asia Pacific,Singapore,168,12.46
8.222.140.185,2052,2052,false,SIN,Asia Pacific,Singapore,38,12.46
8.219.255.171,2082,2082,false,SIN,Asia Pacific,Singapore,14,12.46
8.219.106.15,8080,8080,false,SIN,Asia Pacific,Singapore,6,12.46
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,12.45
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.45
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,92,12.45
8.219.90.32,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.45
8.217.85.14,8443,0,true,HKG,Asia Pacific,Hong Kong,39,12.44
8.222.131.102,2096,2096,true,SIN,Asia Pacific,Singapore,69,12.44
47.91.10.228,8880,8880,false,NRT,Asia Pacific,Tokyo,98,12.44
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,12.44
8.219.167.65,2087,2087,true,SIN,Asia Pacific,Singapore,25,12.43
47.91.22.115,2052,2052,false,NRT,Asia Pacific,Tokyo,178,12.43
47.74.14.85,2053,2053,true,NRT,Asia Pacific,Tokyo,172,12.43
47.245.30.65,8443,8443,true,NRT,Asia Pacific,Tokyo,255,12.43
8.222.253.235,2086,2086,false,SIN,Asia Pacific,Singapore,13,12.43
8.219.170.58,2083,2083,true,SIN,Asia Pacific,Singapore,103,12.43
47.245.80.142,80,80,false,SIN,Asia Pacific,Singapore,15,12.42
8.219.215.12,8080,8080,false,SIN,Asia Pacific,Singapore,9,12.41
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,150,12.41
8.222.187.107,2087,2087,true,SIN,Asia Pacific,Singapore,80,12.41
47.236.7.206,80,80,false,SIN,Asia Pacific,Singapore,17,12.41
47.245.34.36,2083,2083,true,NRT,Asia Pacific,Tokyo,134,12.41
47.91.29.143,8080,8080,false,NRT,Asia Pacific,Tokyo,70,12.41
47.245.107.174,2082,2082,false,SIN,Asia Pacific,Singapore,17,12.41
8.219.191.40,2052,2052,false,SIN,Asia Pacific,Singapore,7,12.40
8.219.102.252,80,80,false,SIN,Asia Pacific,Singapore,5,12.40
8.219.13.143,2087,2087,true,SIN,Asia Pacific,Singapore,92,12.40
8.219.237.250,2087,2087,true,SIN,Asia Pacific,Singapore,93,12.39
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,85,12.39
47.236.39.34,2087,2087,true,SIN,Asia Pacific,Singapore,152,12.39
8.219.247.203,2082,2082,false,SIN,Asia Pacific,Singapore,5,12.39
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,98,12.39
8.219.222.8,2053,2053,true,SIN,Asia Pacific,Singapore,152,12.39
8.222.187.107,2095,2095,false,SIN,Asia Pacific,Singapore,9,12.39
8.219.129.38,8880,8880,false,SIN,Asia Pacific,Singapore,195,12.39
47.91.22.115,8080,8080,false,NRT,Asia Pacific,Tokyo,79,12.38
8.219.201.245,2096,2096,true,SIN,Asia Pacific,Singapore,116,12.38
8.222.221.197,2095,2095,false,SIN,Asia Pacific,Singapore,6,12.37
8.219.210.93,2087,2087,true,SIN,Asia Pacific,Singapore,94,12.37
8.219.213.84,8080,8080,false,SIN,Asia Pacific,Singapore,14,12.37
8.219.121.87,2087,2087,true,SIN,Asia Pacific,Singapore,109,12.37
8.222.197.251,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.37
8.222.144.117,8880,8880,false,SIN,Asia Pacific,Singapore,9,12.37
8.222.254.91,2083,2083,true,SIN,Asia Pacific,Singapore,43,12.36
47.245.37.94,8443,8443,true,NRT,Asia Pacific,Tokyo,134,12.35
8.219.66.156,443,443,true,NRT,Asia Pacific,Tokyo,26,12.35
47.236.123.218,80,80,false,SIN,Asia Pacific,Singapore,32,12.35
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,12.35
8.219.113.232,2087,2087,true,SIN,Asia Pacific,Singapore,111,12.35
8.219.148.161,80,80,false,SIN,Asia Pacific,Singapore,5,12.35
47.245.59.188,2083,2083,true,NRT,Asia Pacific,Tokyo,169,12.35
8.219.148.161,2086,2086,false,SIN,Asia Pacific,Singapore,44,12.35
8.219.191.40,8443,8443,true,SIN,Asia Pacific,Singapore,78,12.35
8.209.212.5,2087,2087,true,NRT,Asia Pacific,Tokyo,72,12.35
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,138,12.35
47.74.9.174,2052,2052,false,NRT,Asia Pacific,Tokyo,79,12.35
47.74.34.162,8443,8443,true,NRT,Asia Pacific,Tokyo,96,12.34
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.34
8.219.196.117,8443,8443,true,SIN,Asia Pacific,Singapore,195,12.34
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,162,12.34
8.222.160.61,2086,2086,false,SIN,Asia Pacific,Singapore,7,12.34
8.219.196.117,443,443,true,SIN,Asia Pacific,Singapore,15,12.34
8.219.163.195,8880,8880,false,SIN,Asia Pacific,Singapore,35,12.34
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,195,12.34
8.219.170.180,2083,2083,true,SIN,Asia Pacific,Singapore,119,12.34
8.219.196.24,2086,2086,false,SIN,Asia Pacific,Singapore,12,12.34
8.219.153.237,2086,2086,false,NRT,Asia Pacific,Tokyo,76,12.33
47.236.82.218,2053,2053,true,SIN,Asia Pacific,Singapore,101,12.33
8.219.89.201,2087,2087,true,SIN,Asia Pacific,Singapore,126,12.33
8.209.212.5,2096,2096,true,NRT,Asia Pacific,Tokyo,78,12.33
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,108,12.33
8.219.171.6,8080,8080,false,SIN,Asia Pacific,Singapore,14,12.33
8.219.204.120,8880,8880,false,SIN,Asia Pacific,Singapore,6,12.32
8.222.169.182,2083,2083,true,SIN,Asia Pacific,Singapore,66,12.32
47.236.166.131,2096,2096,true,SIN,Asia Pacific,Singapore,71,12.32
47.236.97.58,2095,2095,false,SIN,Asia Pacific,Singapore,26,12.32
8.219.170.232,2087,2087,true,SIN,Asia Pacific,Singapore,108,12.32
47.245.59.243,80,80,false,NRT,Asia Pacific,Tokyo,82,12.31
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,5,12.31
8.219.6.157,2096,2096,true,SIN,Asia Pacific,Singapore,160,12.31
8.219.206.53,2086,2086,false,SIN,Asia Pacific,Singapore,10,12.31
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,3,12.31
47.236.82.218,8443,8443,true,SIN,Asia Pacific,Singapore,60,12.31
8.219.240.141,8080,8080,false,SIN,Asia Pacific,Singapore,8,12.31
47.236.104.98,8443,8443,true,SIN,Asia Pacific,Singapore,59,12.30
47.236.161.110,2095,2095,false,SIN,Asia Pacific,Singapore,12,12.30
47.91.31.231,2052,2052,false,NRT,Asia Pacific,Tokyo,76,12.30
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,17,12.30
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,29,12.30
8.219.75.44,80,80,false,SIN,Asia Pacific,Singapore,10,12.30
8.213.137.24,443,443,true,ICN,Asia Pacific,Seoul,82,12.29
8.219.13.143,2083,2083,true,SIN,Asia Pacific,Singapore,106,12.29
8.222.168.234,8080,8080,false,SIN,Asia Pacific,Singapore,42,12.29
47.236.158.158,2096,2096,true,SIN,Asia Pacific,Singapore,128,12.29
8.219.153.237,8880,8880,false,NRT,Asia Pacific,Tokyo,93,12.29
8.219.110.88,8443,8443,true,SIN,Asia Pacific,Singapore,80,12.29
47.91.31.231,2096,2096,true,NRT,Asia Pacific,Tokyo,118,12.28
8.219.209.14,2053,2053,true,SIN,Asia Pacific,Singapore,142,12.28
47.236.166.76,2095,2095,false,SIN,Asia Pacific,Singapore,12,12.28
8.219.115.215,8443,8443,true,SIN,Asia Pacific,Singapore,76,12.28
8.222.174.108,8443,8443,true,SIN,Asia Pacific,Singapore,71,12.28
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.28
8.222.248.188,2096,2096,true,SIN,Asia Pacific,Singapore,91,12.28
47.245.15.207,8443,8443,true,NRT,Asia Pacific,Tokyo,86,12.27
8.219.215.12,2053,2053,true,SIN,Asia Pacific,Singapore,105,12.27
47.91.3.112,2096,2096,true,NRT,Asia Pacific,Tokyo,131,12.27
